Date;Close
2000-01-04;58.596806
2000-01-05;58.596806
2000-01-06;58.596806
2000-01-07;54.714436
2000-01-10;54.410976
2000-01-11;53.515045
2000-01-12;56.506298
2000-01-13;52.61911
2000-01-14;54.112331
2000-01-17;58.298161
2000-01-18;57.103584
2000-01-19;56.207657
2000-01-20;57.999519
2000-01-21;61.886703
2000-01-24;62.185349
2000-01-25;60.990772
2000-01-26;61.886703
2000-01-27;58.298161
2000-01-28;55.311726
2000-01-28;55.311726
2000-01-31;55.311726
2000-02-01;55.013081
2000-02-02;0
2000-02-03;0
2000-02-04;0
2000-02-07;0
2000-02-08;0
2000-02-09;55.909012
2000-02-10;56.804943
2000-02-11;59.19891
2000-02-14;57.103584
2000-02-15;57.700874
2000-02-16;58.298161
2000-02-17;59.7962
2000-02-17;59.7962
2000-02-18;58.895451
2000-02-21;55.311726
2000-02-22;56.804943
2000-02-23;56.506298
2000-02-24;58.298161
2000-02-25;59.7962
2000-02-28;0
2000-02-29;57.999519
2000-03-01;57.402229
2000-03-02;56.506298
2000-03-03;56.506298
2000-03-06;54.112331
2000-03-07;56.207657
2000-03-08;56.804943
2000-03-09;60.692127
2000-03-10;61.289417
2000-03-13;57.103584
2000-03-14;55.610367
2000-03-15;52.917755
2000-03-16;55.909012
2000-03-17;55.013081
2000-03-20;53.2164
2000-03-21;56.804943
2000-03-22;56.804943
2000-03-23;60.692127
2000-03-24;64.87796
2000-03-27;69.362434
2000-03-28;68.765144
2000-03-29;69.362434
2000-03-30;69.661079
2000-03-31;65.773888
2000-04-03;0
2000-04-04;0
2000-04-05;62.782635
2000-04-06;62.782635
2000-04-07;61.886703
2000-04-10;66.371178
2000-04-11;64.28067
2000-04-12;62.782635
2000-04-13;58.596806
2000-04-14;58.298161
2000-04-17;52.320469
2000-04-18;54.410976
2000-04-19;52.021824
2000-04-20;53.2164
2000-04-21;55.013081
2000-04-24;51.424538
2000-04-25;50.528606
2000-04-26;49.030571
2000-04-27;48.731926
2000-04-28;50.225143
2000-05-01;0
2000-05-02;49.627857
2000-05-03;47.53735
2000-05-04;46.342777
2000-05-05;49.030571
2000-05-08;49.329212
2000-05-09;0
2000-05-10;46.940063
2000-05-11;43.799484
2000-05-12;44.247452
2000-05-15;41.405518
2000-05-16;43.351521
2000-05-17;46.342777
2000-05-18;49.329212
2000-05-19;49.329212
2000-05-22;47.238708
2000-05-23;46.641418
2000-05-24;43.500843
2000-05-25;42.306267
2000-05-25;42.306267
2000-05-26;43.052876
2000-05-29;42.455589
2000-05-30;0
2000-05-31;46.342777
2000-06-01;46.044132
2000-06-02;45.740669
2000-06-05;48.13464
2000-06-06;0
2000-06-07;50.225143
2000-06-08;49.627857
2000-06-09;50.528606
2000-06-12;51.424538
2000-06-13;49.329212
2000-06-14;49.329212
2000-06-15;48.13464
2000-06-16;47.53735
2000-06-19;44.695419
2000-06-20;42.754234
2000-06-21;48.436172
2000-06-22;51.599148
2000-06-23;50.214306
2000-06-26;48.236755
2000-06-27;48.236755
2000-06-28;48.829468
2000-06-29;47.250748
2000-06-30;46.851913
2000-07-03;44.281651
2000-07-04;42.309639
2000-07-05;45.07378
2000-07-06;44.481068
2000-07-07;44.281651
2000-07-10;44.481068
2000-07-11;44.874363
2000-07-12;46.851913
2000-07-13;50.014889
2000-07-14;52.19186
2000-07-17;54.562706
2000-07-18;55.748131
2000-07-19;55.748131
2000-07-20;52.98399
2000-07-21;54.762123
2000-07-24;53.377281
2000-07-25;50.014889
2000-07-26;50.014889
2000-07-27;53.377281
2000-07-28;53.776115
2000-07-31;53.377281
2000-08-01;51.399731
2000-08-02;50.014889
2000-08-03;51.599148
2000-08-04;51.599148
2000-08-07;49.821014
2000-08-08;50.413723
2000-08-09;53.576698
2000-08-10;53.969994
2000-08-11;54.96154
2000-08-14;53.776115
2000-08-15;54.169411
2000-08-16;57.925098
2000-08-17;58.911102
2000-08-18;58.517811
2000-08-21;60.102066
2000-08-22;60.102066
2000-08-23;0
2000-08-24;59.703232
2000-08-25;58.517811
2000-08-28;56.939091
2000-08-29;58.318394
2000-08-30;56.540257
2000-08-31;57.725681
2000-09-01;58.318394
2000-09-04;61.680786
2000-09-05;61.680786
2000-09-06;61.287491
2000-09-07;58.517811
2000-09-08;55.155418
2000-09-11;54.562706
2000-09-12;0
2000-09-13;58.318394
2000-09-14;54.96154
2000-09-15;54.368828
2000-09-18;54.562706
2000-09-19;53.177864
2000-09-20;51.798565
2000-09-21;50.607601
2000-09-22;49.621597
2000-09-25;49.42218
2000-09-26;48.829468
2000-09-27;49.821014
2000-09-28;47.644043
2000-09-29;44.481068
2000-10-02;38.747829
2000-10-03;36.376984
2000-10-04;35.191559
2000-10-05;34.006138
2000-10-06;36.376984
2000-10-09;37.562408
2000-10-10;0
2000-10-11;36.376984
2000-10-12;34.006138
2000-10-13;36.376984
2000-10-16;0
2000-10-17;33.806721
2000-10-18;31.629751
2000-10-19;29.458321
2000-10-20;31.435873
2000-10-23;30.444328
2000-10-24;32.421879
2000-10-25;34.598846
2000-10-26;35.191559
2000-10-27;0
2000-10-30;32.815174
2000-10-31;31.829168
2000-11-01;30.843163
2000-11-02;31.037039
2000-11-03;32.222462
2000-11-06;30.244911
2000-11-07;30.051033
2000-11-08;32.028584
2000-11-09;34.200012
2000-11-10;34.006138
2000-11-13;31.629751
2000-11-14;29.652199
2000-11-15;29.652199
2000-11-16;27.680187
2000-11-17;27.680187
2000-11-20;24.118378
2000-11-21;25.109922
2000-11-22;24.910505
2000-11-23;25.303801
2000-11-24;26.888058
2000-11-27;27.874063
2000-11-28;27.081936
2000-11-29;26.295345
2000-11-30;26.295345
2000-12-01;27.874063
2000-12-04;26.295345
2000-12-05;25.503218
2000-12-06;24.910505
2000-12-07;24.118378
2000-12-08;24.118378
2000-12-11;24.118378
2000-12-12;24.910505
2000-12-13;25.303801
2000-12-14;24.910505
2000-12-15;24.118378
2000-12-18;22.53966
2000-12-19;21.946947
2000-12-20;21.348698
2000-12-20;21.348698
2000-12-21;20.755985
2000-12-22;20.163275
2000-12-25;20.163275
2000-12-26;19.493011
2000-12-27;18.822748
2000-12-28;18.623331
2000-12-29;17.991844
2001-01-01;17.991844
2001-01-02;17.831203
2001-01-03;18.423914
2001-01-04;19.692429
2001-01-05;20.955402
2001-01-08;22.140825
2001-01-09;23.525665
2001-01-10;24.317795
2001-01-11;22.932955
2001-01-12;23.525665
2001-01-15;22.53966
2001-01-16;23.918961
2001-01-17;25.503218
2001-01-18;27.281353
2001-01-19;27.281353
2001-01-22;27.281353
2001-01-23;27.281353
2001-01-24;27.281353
2001-01-25;27.281353
2001-01-26;27.281353
2001-01-29;25.503218
2001-01-30;27.281353
2001-01-31;27.48077
2001-02-01;28.86561
2001-02-02;30.244911
2001-02-05;28.466776
2001-02-06;27.680187
2001-02-07;26.095928
2001-02-08;27.680187
2001-02-09;27.281353
2001-02-12;28.666193
2001-02-13;30.444328
2001-02-14;29.258904
2001-02-15;31.236456
2001-02-16;31.435873
2001-02-19;31.435873
2001-02-20;30.051033
2001-02-21;29.059486
2001-02-22;27.281353
2001-02-23;27.48077
2001-02-26;26.688641
2001-02-27;26.688641
2001-02-28;26.688641
2001-03-01;24.910505
2001-03-02;25.503218
2001-03-05;27.081936
2001-03-06;26.095928
2001-03-07;27.874063
2001-03-08;27.081936
2001-03-09;27.281353
2001-03-12;26.688641
2001-03-13;26.489223
2001-03-14;26.489223
2001-03-15;27.281353
2001-03-16;28.272898
2001-03-16;28.272898
2001-03-19;26.688641
2001-03-20;26.489223
2001-03-21;26.095928
2001-03-22;27.081936
2001-03-23;28.073481
2001-03-26;28.466776
2001-03-27;27.874063
2001-03-28;28.466776
2001-03-29;29.059486
2001-03-30;28.073481
2001-04-02;26.489223
