DATE,USASACRMISMEI
2018-02-01,73.0483457555042
2018-03-01,71.1237489087184
2018-04-01,70.8967219040574
2018-05-01,71.8984377469418
2018-06-01,69.7774973699656
2018-07-01,68.8614771411912
2018-08-01,67.4041744751677
2018-09-01,69.7851264805434
2018-10-01,72.828541885082
2018-11-01,69.2390236323876
2018-12-01,68.8926299098983
2019-01-01,69.9045903715734
2019-02-01,63.4105021613918
2019-03-01,65.6990387790821
2019-04-01,63.6764711702628
2019-05-01,64.0396342545552
2019-06-01,65.0562553991866
2019-07-01,61.9203471348916
2019-08-01,60.6317927599548
2019-09-01,61.387916130646
2019-10-01,57.685120760098
2019-11-01,58.2192118843827
2019-12-01,59.6976907064305
