Date;Close
2000-01-04;41.46875
2000-01-05;41.8125
2000-01-06;39.375
2000-01-07;41
2000-01-10;42.875
2000-01-11;44.84375
2000-01-12;45.625
2000-01-13;45.53125
2000-01-14;51.53125
2000-01-18;51.0625
2000-01-19;50.03125
2000-01-20;47.8125
2000-01-21;48.96875
2000-01-24;49.40625
2000-01-25;50.78125
2000-01-26;48.25
2000-01-27;49.0625
2000-01-28;47
2000-01-31;49.46875
2000-02-01;50.71875
2000-02-02;50.03125
2000-02-03;52.09375
2000-02-04;52.375
2000-02-07;53.96875
2000-02-08;54.40625
2000-02-09;52.3125
2000-02-10;53.8125
2000-02-11;52.9375
2000-02-14;54.9375
2000-02-15;56
2000-02-16;53.59375
2000-02-17;55
2000-02-18;52.6875
2000-02-22;53.375
2000-02-23;54.53125
2000-02-24;57.125
2000-02-25;56.625
2000-02-28;56.1875
2000-02-29;56.5
2000-03-01;57.9375
2000-03-02;57.875
2000-03-03;59.625
2000-03-06;58.6875
2000-03-07;57.875
2000-03-08;57.46875
2000-03-09;59.1875
2000-03-10;60.09375
2000-03-13;61.0625
2000-03-14;58.9375
2000-03-15;60.09375
2000-03-16;62.53125
2000-03-17;64.9375
2000-03-20;67.5
2000-03-21;69.21875
2000-03-22;72.03125
2000-03-23;71.3125
2000-03-24;69.53125
2000-03-27;71.34375
2000-03-28;67.84375
2000-03-29;65.9375
2000-03-30;63.5
2000-03-31;65.96875
2000-04-03;65.3125
2000-04-04;66.375
2000-04-05;64.9375
2000-04-06;64.90625
2000-04-07;68.40625
2000-04-10;65.5625
2000-04-11;65.375
2000-04-12;60.9375
2000-04-13;60.5625
2000-04-14;55.25
2000-04-17;61.5
2000-04-18;64.5
2000-04-19;59.53125
2000-04-20;57.6875
2000-04-24;58.0625
2000-04-25;62.5
2000-04-26;60.40625
2000-04-27;62.65625
2000-04-28;63.40625
2000-05-01;63.5625
2000-05-02;60.59375
2000-05-03;59.53125
2000-05-04;59.78125
2000-05-05;61.6875
2000-05-08;58.8125
2000-05-09;58.46875
2000-05-10;53.03125
2000-05-11;57.78125
2000-05-12;57.5
2000-05-15;59.0625
2000-05-16;60.9375
2000-05-17;61.59375
2000-05-18;61.96875
2000-05-19;58.9375
2000-05-22;59.1875
2000-05-23;54.9375
2000-05-24;58.6875
2000-05-25;57.59375
2000-05-26;58.78125
2000-05-30;62.875
2000-05-31;62.34375
2000-06-01;64.84375
2000-06-02;67.09375
2000-06-05;66.28125
2000-06-06;64.78125
2000-06-07;64.46875
2000-06-08;63.09375
2000-06-09;63.53125
2000-06-12;62.53125
2000-06-13;65.75
2000-06-14;63.21875
2000-06-15;64.125
2000-06-16;63.03125
2000-06-19;68.25
2000-06-20;69.15625
2000-06-21;69.5
2000-06-22;67.03125
2000-06-23;67.1875
2000-06-26;67.09375
2000-06-27;65.6875
2000-06-28;66.1875
2000-06-29;65.875
2000-06-30;66.84375
2000-07-03;68.4375
2000-07-05;65.8125
2000-07-06;68.3125
2000-07-07;69.65625
2000-07-10;68.90625
2000-07-11;69.40625
2000-07-12;70.59375
2000-07-13;71.59375
2000-07-14;73.34375
2000-07-17;73.15625
2000-07-18;71.5
2000-07-19;69.0625
2000-07-20;71.34375
2000-07-21;69.09375
2000-07-24;69
2000-07-25;70.4375
2000-07-26;69.5
2000-07-27;68.5
2000-07-28;64.5625
2000-07-31;66.75
2000-08-01;64.625
